,Unnamed: 0,id,name,neighborhood_overview,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms,reviews_per_month,xgb_predict_avg,rf_predict_avg,spacy_predict_avg
42,42,5502133,Townhouse in Rotterdam · ★4.64 · 2 bedrooms · 3 beds · 1 bath,"Nature and water. You'll see a lot of sports practiced here: running, biking, rowing, horse back riding. The people living here are a mix of young families and older friendly people.",10403266,Nicoline,,,100%,f,1.0,2,"Rotterdam, Zuid-Holland, Netherlands",Terbregge,51.94772,4.5003,Entire townhouse,Entire home/apt,4,,1 bath,,3.0,[],175.0,3,31,31,28,4,0,2015-04-13,2023-07-28,4.64,4.61,4.22,4.82,4.86,4.75,4.3,f,1,1,0,0.26,5.0,5.0,4.0
43,43,5557758,Condo in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,"Kralingen, cozy, relaxed and safe. Close to Oudedijk street where you can find several cafes, restaurants  bars, and a great park.",4978203,Andres,,,100%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Kralingen West,51.92661,4.51022,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],135.0,4,30,1125,60,5,0,2015-03-24,2023-07-23,4.8,4.88,4.85,4.92,4.98,4.86,4.8,f,1,1,0,0.56,5.0,5.0,4.489795918367347
44,44,5640686,Rental unit in Rotterdam · ★4.94 · 2 bedrooms · 4 beds · 1 bath,"The Witte de Withstraat is a very lively street in the city center, with cultural institutions, restaurants, galleries, cool shops, and bars. <br />The apartment is right in the middle, across from a former school building, which is now a museum/gallery space for modern art (Tent/Witte de With). <br /><br />The street is on the so-called Art Axis (Kunst-as) between the museums on the Leuvehaven and the Museum Park (Boijmans Van Beuningen, Het Nieuwe Instituut, the Natural History Museum, and the Kunsthal). The park is a short walk from the apartment. Festivals and markets are held here all year round (including the Parade, Open Air Cinema, Swan Market, Museum Night, etc.).<br /><br />New in town? There's no better place from which to discover Rotterdam than from this apartment. A must see.",575281,Cait,,,,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Cool,51.91666,4.47808,Entire rental unit,Entire home/apt,5,,1 bath,,4.0,[],195.0,2,365,1125,187,37,4,2015-03-23,2023-12-15,4.94,4.91,4.91,4.98,4.99,4.93,4.84,f,1,1,0,1.75,4.975409836065574,4.959016393442623,4.442622950819672
45,45,5766744,Rental unit in Rotterdam · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,,29918299,Nathalie,,,56%,f,1.0,1,,Blijdorp,51.93194,4.46037,Entire rental unit,Entire home/apt,3,,1.5 baths,,1.0,[],120.0,3,30,30,11,5,0,2015-04-05,2023-08-21,4.82,4.82,4.73,5.0,5.0,4.73,4.91,f,1,1,0,0.1,5.0,5.0,4.2
46,46,5768576,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,"Location is central and is within a very short walking distance of all main activities. So it’s just five-minute walk to the city center, where you can find a variety of restaurants, business districts, busy shopping areas and pubs. Blijdorp Zoo is 1 km away. And if you need any supplies, groceries store is very near.",29927312,Tatjana,within a day,64%,74%,f,3.0,6,"Rotterdam, Zuid-Holland, Netherlands",Oude Westen,51.92189,4.46425,Private room in rental unit,Private room,2,,1.5 baths,,1.0,[],100.0,1,1125,1125,15,6,0,2015-10-12,2023-09-29,4.8,4.53,4.53,4.86,4.53,4.93,4.71,f,3,0,0,0.15,4.923076923076923,4.923076923076923,4.076923076923077
47,47,5943392,Home in Rotterdam · ★4.80 · 3 bedrooms · 2 beds · 2 baths,A very rustique familiy neighbourhood.,302893992,Michiel,within an hour,100%,79%,t,81.0,96,"Rotterdam, Zu, Netherlands",Zestienhoven,51.94779,4.44661,Entire home,Entire home/apt,4,,2 baths,,2.0,[],,3,53,53,5,3,0,2022-10-17,2023-08-11,4.8,4.8,4.2,5.0,4.8,4.8,4.6,f,14,14,0,0.35,5.0,5.0,5.0
48,48,5967526,Condo in Rotterdam · ★4.59 · 1 bedroom · 1 bed · 1.5 shared baths,"Location is central and is within a very short walking distance of all main activities. So it’s just five-minute walk to the city center, where you can find a variety of restaurants, business districts, busy shopping areas and pubs. Blijdorp Zoo is 1 km away. And if you need any supplies, groceries store is very near.",29927312,Tatjana,within a day,64%,74%,f,3.0,6,"Rotterdam, Zuid-Holland, Netherlands",Cs Kwartier,51.92318,4.46278,Private room in condo,Private room,2,,1.5 shared baths,,1.0,[],70.0,1,1125,1125,78,23,0,2015-06-30,2023-10-29,4.59,4.59,4.61,4.87,4.49,4.88,4.6,f,3,0,0,0.76,4.859649122807017,4.842105263157895,4.280701754385965
49,49,5967858,Bed and breakfast in Rotterdam · ★4.66 · 1 bedroom · 2 beds · 1.5 baths,,29927312,Tatjana,within a day,64%,74%,f,3.0,6,,Cs Kwartier,51.92256,4.46346,Private room in bed and breakfast,Private room,2,,1.5 baths,,2.0,[],75.0,1,1125,1125,41,13,0,2015-07-19,2023-09-01,4.66,4.68,4.59,4.71,4.51,4.85,4.51,f,3,0,0,0.4,4.933333333333334,4.933333333333334,4.2
50,50,6009466,Condo in Rotterdam · 1 bedroom · 1 bed · 1 bath,"All amenities are within easy reach, such as public transport, arterial roads (A20), catering establishments and the cosy Kleiweg Kwartier with all shops and supermarkets. Water sports club/ marina ''Aegier'' and tennis club ''Lommerrijk'' are a few minutes' walk away. By bike, you can be in the centre of Rotterdam in 10-15 minutes.",29522046,Tamara,within a few hours,100%,25%,f,1.0,2,"Rotterdam, Zuid-Holland, Netherlands",Hillegersberg Zuid,51.9452232,4.4873288,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],130.0,5,33,33,2,2,0,2023-01-03,2023-09-30,4.5,4.5,4.5,4.5,4.0,5.0,4.5,f,1,1,0,0.17,5.0,5.0,4.5
51,51,6090097,Rental unit in Rotterdam · ★4.70 · 4 bedrooms · 5 beds · 1 bath,"Opposite our house is a public in- and outdoor swimmingpool. In summer you can relax on the grass or play with your children. The Zoo, CS, city centre, main traffic roads and places of entertainment are nearby. Our house is perfect for families with (small) children.",31579292,Marc,,,100%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Bergpolder,51.93246,4.46473,Entire rental unit,Entire home/apt,8,,1 bath,,5.0,[],150.0,3,42,42,37,5,0,2015-07-22,2023-07-31,4.7,4.78,4.65,4.84,4.84,4.81,4.57,f,1,1,0,0.36,4.96,5.0,4.16
52,52,6104060,Rental unit in Rotterdam · ★4.80 · 4 bedrooms · 2 beds · 2.5 baths,"The house is nearby the SS Rotterdam and Deliplein, a square with good restaurants and bars. You can also walk easily to Hotel New York. <br />In front of the house there is a basketball and soccerfield, a skatepark and a little beach. In 10 minutes you're in the center of Rotterdam by bike or watertaxi.",31670824,Marlot,within a day,100%,100%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Katendrecht,51.89921,4.48108,Entire rental unit,Entire home/apt,5,,2.5 baths,,2.0,[],300.0,2,1125,1125,15,4,0,2015-05-03,2023-10-16,4.8,4.92,4.85,4.77,4.92,4.54,4.69,f,1,1,0,0.14,5.0,5.0,4.818181818181818
53,53,6311595,Rental unit in Rotterdam · ★4.67 · 2 bedrooms · 2 beds · 1.5 baths,,7752728,Paul,within a day,100%,88%,f,1.0,2,,Delfshaven,51.90719,4.45908,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],,2,120,120,48,5,0,2018-05-12,2023-10-08,4.67,4.59,4.47,4.88,4.78,4.71,4.47,f,1,1,0,0.7,4.789473684210527,4.7368421052631575,4.315789473684211
54,54,6316212,Camper/RV in Hook of Holland · ★4.55 · 2 bedrooms · 2 beds · 1 bath,,21121206,Rainer,within a day,100%,46%,f,1.0,1,,Strand en Duin,51.99106,4.13169,Camper/RV,Entire home/apt,4,,1 bath,,2.0,[],85.0,4,30,30,20,3,0,2016-08-18,2023-09-10,4.55,4.35,4.35,4.8,4.8,4.55,4.21,f,1,1,0,0.22,5.0,5.0,4.0
55,55,6430971,Condo in Rotterdam · ★4.44 · 2 bedrooms · 2 beds · 1.5 baths,,20815514,Wouter,within an hour,100%,64%,f,1.0,2,,Kralingen West,51.9264,4.50858,Entire condo,Entire home/apt,4,,1.5 baths,,2.0,[],150.0,3,8,8,18,6,0,2015-07-14,2023-11-03,4.44,4.56,4.71,4.59,4.67,4.71,4.33,f,1,1,0,0.18,4.923076923076923,5.0,3.6923076923076925
56,56,6509777,Rental unit in Rotterdam · ★4.78 · 2 bedrooms · 2 beds · 1 bath,"The apartment is located right in the heart of the city.<br />The city centre is full of energy: shops, museums, restaurants, clubs, public transport- all is within walking",34033361,Esther,,,60%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],100.0,21,1125,1125,200,2,0,2017-06-21,2023-08-08,4.78,4.75,4.59,4.89,4.92,4.96,4.67,f,1,1,0,2.52,4.945945945945946,4.945945945945946,4.22972972972973
57,57,6633646,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,"History<br />In the past, members of the more wealthy middle class took up residence in our neighboring houses. Later, the monumental buildings were mainly used as offices or institutions. In the last 20 years the neighborhood is pleasently inhibited by an artistic and entrepeneurial crowd.<br /><br />The former housemaid sleeping and living quarter in the semi basement was turned into a neat and comfortable appartment in 2011.<br /><br />Bars, resto's and shops are available around the corner.",9440897,Pedro,within an hour,100%,65%,t,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Nieuwe Westen,51.91564,4.45361,Entire rental unit,Entire home/apt,2,,1.5 baths,,2.0,[],80.0,14,92,92,31,12,0,2020-10-18,2023-11-10,5.0,4.97,4.87,5.0,5.0,4.97,4.9,f,1,1,0,0.8,5.0,5.0,4.791666666666667
58,58,7365902,Rental unit in Rotterdam · ★4.50 · 2 bedrooms · 2 beds · 1 bath,,38594237,Dane,,,86%,f,1.0,1,,Blijdorp,51.93022,4.45795,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],,3,365,365,14,4,0,2022-05-14,2023-08-05,4.5,4.43,4.14,4.71,5.0,4.71,4.29,f,1,1,0,0.71,5.0,5.0,4.375
59,59,7390440,Condo in Rotterdam · 2 bedrooms · 1 bed · 1.5 baths,The house is located a 5 minute bike ride or tram ride from the city centre. We also live next to the historical Delfshaven. Shops and public transport are all within 2 min walking distance.,3673357,Nicolien & Auke,,,75%,f,1.0,2,"Rotterdam, Zuid-Holland, Netherlands",Tussendijken,51.91246,4.44495,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],,60,90,90,1,1,0,2023-07-20,2023-07-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.19,5.0,5.0,5.0
60,60,7407962,Rental unit in Rotterdam · ★4.55 · 2 bedrooms · 3 beds · 1 bath,"wow the neighborhood!! it's great! <br />it's a neighborhood that has a lot of young beginning couples. quiet and green but very homely. there is a park in front of the apartment and also the lively Vroezenpark (hosts very hip festivals like foodtruck or art and culture). 2 streets from the swimming pool. supermarket with fresh orange juice on the corner. second hand shops, best Italian restaurant of rotterdam! the award winning zoo is walking distance.",38817037,Richard,within an hour,100%,100%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Blijdorp,51.93297,4.46222,Entire rental unit,Entire home/apt,4,,1 bath,,3.0,[],104.0,3,1125,1125,191,36,2,2015-08-04,2023-12-09,4.55,4.68,4.38,4.91,4.96,4.74,4.51,f,1,1,0,1.87,4.950704225352113,4.922535211267606,4.415492957746479
61,61,7521148,Rental unit in Rotterdam · ★4.76 · 1 bedroom · 1 bed · 1 private bath,"The neighbourhood was developed in the twenties and thirties of the 20th century. The street is very atmospheric with large trees and broad sidewalks, and most of the time enough parking space. On one end of the street there is a free accessable sports ground. On the other side it runs into the Heemraadssingel, a spacious area with a canal and a childrens playgroutd.<br />Two blocks away, the lively Middellandstraat has a multicultural atmosphere and wide range of shops, supermarkets, espressobars and lunchrooms.",39412781,Cj,within a day,100%,94%,t,2.0,2,"Rotterdam, Zuid-Holland, Netherlands",Middelland,51.92066,4.45862,Private room in rental unit,Private room,2,,1 private bath,,1.0,[],49.0,2,1125,1125,321,55,2,2015-08-20,2023-12-08,4.76,4.9,4.8,4.93,4.92,4.8,4.8,f,2,0,0,3.16,4.962790697674419,4.916279069767442,4.390697674418605
62,62,7545245,Condo in Rotterdam · ★5.0 · Studio · 1 bed · 1 bath,"Residential area, full of young families, designers, architects, students.  Walking distance from restaurants, cafés, supermarkets, drugstore, fresh fish, a great place with freshly roasted nuts, art galleries, and, on Thursdays and Saturdays, a local open air market.",7623258,Rebecca,within an hour,100%,85%,t,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Tussendijken,51.91496,4.44419,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],99.0,2,7,7,61,16,0,2020-01-21,2023-11-11,5.0,5.0,5.0,5.0,5.0,4.93,4.9,f,1,1,0,1.28,5.0,4.979166666666667,4.6875
63,63,7610938,Condo in Rotterdam · ★4.96 · 1 bedroom · 2 beds · 1.5 baths,"The apartment is located in a very nice, hip and interesting area of Rotterdam.<br /><br />- The apartment is on the top floor<br />- There are two elevators<br />- You will have a nice view of the skyline of Rotterdam<br />- You will find ""The Markthal"", the ""Cube Houses"", the outside market and the whole city centre literally around the corner or while standing on the balcony / gallery.",15169843,Ditha,within a few hours,100%,67%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Stadsdriehoek,51.92291,4.48975,Entire condo,Entire home/apt,4,,1.5 baths,,2.0,[],158.0,3,730,730,23,6,0,2015-10-09,2023-11-19,4.96,4.91,4.78,4.91,5.0,4.96,4.74,f,1,1,0,0.23,5.0,5.0,4.5
64,64,7631225,Condo in Rotterdam · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,"The apartment is located nearby metro station Maashaven and a few steps away from the old factory Maassilo where every Saturday great parties are organized. There is also a big shopping centre ""Zuidplen"" in a walking distance and really easy access to the city centre (15 minutes to Rotterdam Central Station) or 10 minutes to Station ""Beurs"" that is located nearby the Witte DeWith Street or as I like to say the street that never sleeps :-)",19606870,Marcin,within a day,100%,88%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Tarwewijk,51.89327,4.49006,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],110.0,2,1125,1125,50,4,1,2015-08-05,2023-12-04,4.96,4.88,4.86,4.98,5.0,4.62,4.9,f,1,1,0,0.49,5.0,4.973684210526316,4.421052631578948
65,65,7986487,Rental unit in Rotterdam · ★4.89 · 2 bedrooms · 2 beds · 1.5 baths,"Werkelijk alles wat een stad u te bieden heeft bevindt zich binnen handbereik. Winkels, restaurants, bioscopen, theater, terrasjes, barretjes, musea, voor elk wat wils. Rotterdam Centraal Station is drie minuten lopen en metro, tram en bussen vertrekken direct voor de deur.<br />Fietsen kunnen aan de onderzijde van het pand gehuurd worden en hier zijn tevens citytours en guides die u de stad kunnen laten zien.",20210197,Maarten,within a day,100%,100%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Cs Kwartier,51.92379,4.4755,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],129.0,90,1125,1125,113,0,0,2015-09-02,2022-09-30,4.89,4.89,4.9,4.95,4.99,4.92,4.85,f,1,1,0,1.12,5.0,4.976744186046512,4.569767441860465
66,66,8126093,Rental unit in Rotterdam · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,,42746784,Elaine,within a few hours,100%,64%,t,1.0,2,,Kralingen West,51.92334,4.50216,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],45.0,15,1125,1125,18,4,0,2018-05-23,2023-11-16,4.72,4.83,4.61,4.89,4.89,4.94,4.61,f,1,0,0,0.26,5.0,5.0,3.7333333333333334
67,67,8215997,Rental unit in Rotterdam · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,"The neighbourhood was developed in the twenties and thirties of the 20th century. The street is very atmospheric with large trees and broad sidewalks, and most of the time enough parking space. On one end of the street there is a free accessable sports ground. On the other side it runs into the Heemraadssingel, a spacious area with a canal and a childrens playgroutd.<br />Two blocks away, the lively Middelandstraat has a multicultural atmosphere and wide range of shops, supermarkets, espressobars and lunchrooms.",39412781,Cj,within a day,100%,94%,t,2.0,2,"Rotterdam, Zuid-Holland, Netherlands",Middelland,51.92097,4.45964,Private room in rental unit,Private room,2,,1 shared bath,,1.0,[],49.0,2,1125,1125,325,65,5,2015-09-15,2023-12-05,4.77,4.82,4.69,4.93,4.89,4.82,4.76,f,2,0,0,3.23,4.989130434782608,4.940217391304348,4.184782608695652
68,68,8281318,Rental unit in Rotterdam · ★4.74 · 2 bedrooms · 2 beds · 1.5 baths,,30191197,Maarten,within a few hours,100%,87%,t,1.0,2,,Kralingen West,51.92538,4.50121,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],330.0,3,1125,1125,42,9,0,2016-04-17,2023-09-28,4.74,4.67,4.83,4.86,4.86,4.83,4.67,f,1,1,0,0.45,4.864864864864865,4.837837837837838,4.486486486486487
69,69,8347352,Home in Rotterdam · ★4.74 · 1 bedroom · 2 beds · 1.5 shared baths,"Visit the district of Delfshaven, located close to vibrant Rotterdam centre. In multicultural Delfshaven no one is an outsider. The people are relaxed and friendly. <br />Our house is situated on a lovely, little, lively square with benches, an organic shop and McDonalds next door. Around the corner left and right you will find drugstores, money exchange, teller machine, restaurants, pubs, hairdressers,internetcafe, nailstudio, fresh fishstore, butcher, a landromat and a large variety of other small stores.<br />In romantic, 16th century Historical Delfshaven, close to our house, you will find a small beerfactory, art studio's , a large poolcafé and various nice restaurants.<br />Across the street is a large supermarket (Jumbo, open from 08:00 - 21:00 seven days a week). On Thursday and Saturday there is a large market at a 5 minute walking distance from the apartment, where you can buy a variety of products. Across from the building there is an evening supermarket, open till midnight.",35512851,Kim,a few days or more,0%,83%,f,3.0,3,"Rotterdam, Zuid-Holland, Netherlands",Tussendijken,51.91157,4.44626,Private room in home,Private room,2,,1.5 shared baths,,2.0,[],60.0,2,60,60,428,13,0,2015-09-26,2023-04-07,4.74,4.83,4.88,4.81,4.83,4.66,4.75,f,3,1,0,4.26,4.981060606060606,4.946969696969697,4.265151515151516
70,70,8354818,Townhouse in Rotterdam · ★4.74 · 1 bedroom · 2 beds · 1.5 shared baths,"Visit the district of Delfshaven, located close to vibrant Rotterdam centre. In Multicultural Delfshaven no one is an outsider. The people are relaxed and friendly. <br />The building is situated on a lovely, little, lively square with benches, an organic shop and McDonalds next door. Around the corner left and right you will find drugstores, money exchange, teller machine, restaurants, pubs, hairdressers,internetcafe, nailstudio, fresh fishstore, butcher, a landromat and a large variety of other small stores.<br />In romantic, 16th century, Historical Delfshaven, close to the building, you will find a small beerfactory, art studio's , a large poolcafé and various nice restaurants.<br />Across the street is a large supermarket (Jumbo, open from 08:00 - 21:00 7 days a week). On Thursday and Saturday there is a large market at a 5 minute walking distance from the apartment, where you can buy a variety of products. Across from the building there is also an evening supermarket, open till m",35512851,Kim,a few days or more,0%,83%,f,3.0,3,"Rotterdam, VN, Netherlands",Tussendijken,51.911,4.44545,Private room in townhouse,Private room,2,,1.5 shared baths,,2.0,[],56.0,2,60,60,528,8,0,2015-09-21,2023-04-09,4.74,4.84,4.9,4.82,4.83,4.72,4.75,f,3,1,0,5.25,4.955621301775148,4.9171597633136095,4.038461538461538
71,71,8433150,Condo in Rotterdam · ★4.84 · 1 bedroom · 2 beds · 1 bath,"the apartment is situated in Kralingen, a residential area close to city centre. the beautiful park, het Kralingse Bos, is just around the corner of our house. it has a lake and beach, playgrounds for the kids and you can climb trees in the fun forest, sail on the lake or walk or jog around it.",44405381,Hendrik,within a few hours,100%,100%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Kralingen West,51.93097,4.50381,Entire condo,Entire home/apt,3,,1 bath,,2.0,[],88.0,2,14,14,373,42,2,2015-09-23,2023-12-10,4.84,4.89,4.94,4.97,4.94,4.62,4.78,f,1,1,0,3.71,4.978354978354979,4.93073593073593,4.4978354978354975
