listing_id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms,reviews_per_month
6316212,Camper/RV in Hook of Holland · ★4.55 · 2 bedrooms · 2 beds · 1 bath,,21121206,within a day,100%,46%,f,1.0,1,Camper/RV,Entire home/apt,4,,1 bath,,2.0,[],85.0,4,30,30,20,3,0,2016-08-18,2023-09-10,4.55,4.35,4.35,4.8,4.8,4.55,4.21,f,1,1,0,0.22
6430971,Condo in Rotterdam · ★4.44 · 2 bedrooms · 2 beds · 1.5 baths,,20815514,within an hour,100%,64%,f,1.0,2,Entire condo,Entire home/apt,4,,1.5 baths,,2.0,[],150.0,3,8,8,18,6,0,2015-07-14,2023-11-03,4.44,4.56,4.71,4.59,4.67,4.71,4.33,f,1,1,0,0.18
6509777,Rental unit in Rotterdam · ★4.78 · 2 bedrooms · 2 beds · 1 bath,"The apartment is located right in the heart of the city.<br />The city centre is full of energy: shops, museums, restaurants, clubs, public transport- all is within walking",34033361,,,60%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],100.0,21,1125,1125,200,2,0,2017-06-21,2023-08-08,4.78,4.75,4.59,4.89,4.92,4.96,4.67,f,1,1,0,2.52
6633646,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,"History<br />In the past, members of the more wealthy middle class took up residence in our neighboring houses. Later, the monumental buildings were mainly used as offices or institutions. In the last 20 years the neighborhood is pleasently inhibited by an artistic and entrepeneurial crowd.<br /><br />The former housemaid sleeping and living quarter in the semi basement was turned into a neat and comfortable appartment in 2011.<br /><br />Bars, resto's and shops are available around the corner.",9440897,within an hour,100%,65%,t,1.0,1,Entire rental unit,Entire home/apt,2,,1.5 baths,,2.0,[],80.0,14,92,92,31,12,0,2020-10-18,2023-11-10,5.0,4.97,4.87,5.0,5.0,4.97,4.9,f,1,1,0,0.8
7365902,Rental unit in Rotterdam · ★4.50 · 2 bedrooms · 2 beds · 1 bath,,38594237,,,86%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],,3,365,365,14,4,0,2022-05-14,2023-08-05,4.5,4.43,4.14,4.71,5.0,4.71,4.29,f,1,1,0,0.71
7390440,Condo in Rotterdam · 2 bedrooms · 1 bed · 1.5 baths,The house is located a 5 minute bike ride or tram ride from the city centre. We also live next to the historical Delfshaven. Shops and public transport are all within 2 min walking distance.,3673357,,,75%,f,1.0,2,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],,60,90,90,1,1,0,2023-07-20,2023-07-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.19
7407962,Rental unit in Rotterdam · ★4.55 · 2 bedrooms · 3 beds · 1 bath,"wow the neighborhood!! it's great! <br />it's a neighborhood that has a lot of young beginning couples. quiet and green but very homely. there is a park in front of the apartment and also the lively Vroezenpark (hosts very hip festivals like foodtruck or art and culture). 2 streets from the swimming pool. supermarket with fresh orange juice on the corner. second hand shops, best Italian restaurant of rotterdam! the award winning zoo is walking distance.",38817037,within an hour,100%,100%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1 bath,,3.0,[],104.0,3,1125,1125,191,36,2,2015-08-04,2023-12-09,4.55,4.68,4.38,4.91,4.96,4.74,4.51,f,1,1,0,1.87
7521148,Rental unit in Rotterdam · ★4.76 · 1 bedroom · 1 bed · 1 private bath,"The neighbourhood was developed in the twenties and thirties of the 20th century. The street is very atmospheric with large trees and broad sidewalks, and most of the time enough parking space. On one end of the street there is a free accessable sports ground. On the other side it runs into the Heemraadssingel, a spacious area with a canal and a childrens playgroutd.<br />Two blocks away, the lively Middellandstraat has a multicultural atmosphere and wide range of shops, supermarkets, espressobars and lunchrooms.",39412781,within a day,100%,94%,t,2.0,2,Private room in rental unit,Private room,2,,1 private bath,,1.0,[],49.0,2,1125,1125,321,55,2,2015-08-20,2023-12-08,4.76,4.9,4.8,4.93,4.92,4.8,4.8,f,2,0,0,3.16
7545245,Condo in Rotterdam · ★5.0 · Studio · 1 bed · 1 bath,"Residential area, full of young families, designers, architects, students.  Walking distance from restaurants, cafés, supermarkets, drugstore, fresh fish, a great place with freshly roasted nuts, art galleries, and, on Thursdays and Saturdays, a local open air market.",7623258,within an hour,100%,85%,t,1.0,1,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],99.0,2,7,7,61,16,0,2020-01-21,2023-11-11,5.0,5.0,5.0,5.0,5.0,4.93,4.9,f,1,1,0,1.28
7610938,Condo in Rotterdam · ★4.96 · 1 bedroom · 2 beds · 1.5 baths,"The apartment is located in a very nice, hip and interesting area of Rotterdam.<br /><br />- The apartment is on the top floor<br />- There are two elevators<br />- You will have a nice view of the skyline of Rotterdam<br />- You will find ""The Markthal"", the ""Cube Houses"", the outside market and the whole city centre literally around the corner or while standing on the balcony / gallery.",15169843,within a few hours,100%,67%,f,1.0,1,Entire condo,Entire home/apt,4,,1.5 baths,,2.0,[],158.0,3,730,730,23,6,0,2015-10-09,2023-11-19,4.96,4.91,4.78,4.91,5.0,4.96,4.74,f,1,1,0,0.23
7631225,Condo in Rotterdam · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,"The apartment is located nearby metro station Maashaven and a few steps away from the old factory Maassilo where every Saturday great parties are organized. There is also a big shopping centre ""Zuidplen"" in a walking distance and really easy access to the city centre (15 minutes to Rotterdam Central Station) or 10 minutes to Station ""Beurs"" that is located nearby the Witte DeWith Street or as I like to say the street that never sleeps :-)",19606870,within a day,100%,88%,f,1.0,1,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],110.0,2,1125,1125,50,4,1,2015-08-05,2023-12-04,4.96,4.88,4.86,4.98,5.0,4.62,4.9,f,1,1,0,0.49
7986487,Rental unit in Rotterdam · ★4.89 · 2 bedrooms · 2 beds · 1.5 baths,"Werkelijk alles wat een stad u te bieden heeft bevindt zich binnen handbereik. Winkels, restaurants, bioscopen, theater, terrasjes, barretjes, musea, voor elk wat wils. Rotterdam Centraal Station is drie minuten lopen en metro, tram en bussen vertrekken direct voor de deur.<br />Fietsen kunnen aan de onderzijde van het pand gehuurd worden en hier zijn tevens citytours en guides die u de stad kunnen laten zien.",20210197,within a day,100%,100%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],129.0,90,1125,1125,113,0,0,2015-09-02,2022-09-30,4.89,4.89,4.9,4.95,4.99,4.92,4.85,f,1,1,0,1.12
8126093,Rental unit in Rotterdam · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,,42746784,within a few hours,100%,64%,t,1.0,2,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],45.0,15,1125,1125,18,4,0,2018-05-23,2023-11-16,4.72,4.83,4.61,4.89,4.89,4.94,4.61,f,1,0,0,0.26
8215997,Rental unit in Rotterdam · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,"The neighbourhood was developed in the twenties and thirties of the 20th century. The street is very atmospheric with large trees and broad sidewalks, and most of the time enough parking space. On one end of the street there is a free accessable sports ground. On the other side it runs into the Heemraadssingel, a spacious area with a canal and a childrens playgroutd.<br />Two blocks away, the lively Middelandstraat has a multicultural atmosphere and wide range of shops, supermarkets, espressobars and lunchrooms.",39412781,within a day,100%,94%,t,2.0,2,Private room in rental unit,Private room,2,,1 shared bath,,1.0,[],49.0,2,1125,1125,325,65,5,2015-09-15,2023-12-05,4.77,4.82,4.69,4.93,4.89,4.82,4.76,f,2,0,0,3.23
8281318,Rental unit in Rotterdam · ★4.74 · 2 bedrooms · 2 beds · 1.5 baths,,30191197,within a few hours,100%,87%,t,1.0,2,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],330.0,3,1125,1125,42,9,0,2016-04-17,2023-09-28,4.74,4.67,4.83,4.86,4.86,4.83,4.67,f,1,1,0,0.45
8347352,Home in Rotterdam · ★4.74 · 1 bedroom · 2 beds · 1.5 shared baths,"Visit the district of Delfshaven, located close to vibrant Rotterdam centre. In multicultural Delfshaven no one is an outsider. The people are relaxed and friendly. <br />Our house is situated on a lovely, little, lively square with benches, an organic shop and McDonalds next door. Around the corner left and right you will find drugstores, money exchange, teller machine, restaurants, pubs, hairdressers,internetcafe, nailstudio, fresh fishstore, butcher, a landromat and a large variety of other small stores.<br />In romantic, 16th century Historical Delfshaven, close to our house, you will find a small beerfactory, art studio's , a large poolcafé and various nice restaurants.<br />Across the street is a large supermarket (Jumbo, open from 08:00 - 21:00 seven days a week). On Thursday and Saturday there is a large market at a 5 minute walking distance from the apartment, where you can buy a variety of products. Across from the building there is an evening supermarket, open till midnight.",35512851,a few days or more,0%,83%,f,3.0,3,Private room in home,Private room,2,,1.5 shared baths,,2.0,[],60.0,2,60,60,428,13,0,2015-09-26,2023-04-07,4.74,4.83,4.88,4.81,4.83,4.66,4.75,f,3,1,0,4.26
8354818,Townhouse in Rotterdam · ★4.74 · 1 bedroom · 2 beds · 1.5 shared baths,"Visit the district of Delfshaven, located close to vibrant Rotterdam centre. In Multicultural Delfshaven no one is an outsider. The people are relaxed and friendly. <br />The building is situated on a lovely, little, lively square with benches, an organic shop and McDonalds next door. Around the corner left and right you will find drugstores, money exchange, teller machine, restaurants, pubs, hairdressers,internetcafe, nailstudio, fresh fishstore, butcher, a landromat and a large variety of other small stores.<br />In romantic, 16th century, Historical Delfshaven, close to the building, you will find a small beerfactory, art studio's , a large poolcafé and various nice restaurants.<br />Across the street is a large supermarket (Jumbo, open from 08:00 - 21:00 7 days a week). On Thursday and Saturday there is a large market at a 5 minute walking distance from the apartment, where you can buy a variety of products. Across from the building there is also an evening supermarket, open till m",35512851,a few days or more,0%,83%,f,3.0,3,Private room in townhouse,Private room,2,,1.5 shared baths,,2.0,[],56.0,2,60,60,528,8,0,2015-09-21,2023-04-09,4.74,4.84,4.9,4.82,4.83,4.72,4.75,f,3,1,0,5.25
8433150,Condo in Rotterdam · ★4.84 · 1 bedroom · 2 beds · 1 bath,"the apartment is situated in Kralingen, a residential area close to city centre. the beautiful park, het Kralingse Bos, is just around the corner of our house. it has a lake and beach, playgrounds for the kids and you can climb trees in the fun forest, sail on the lake or walk or jog around it.",44405381,within a few hours,100%,100%,f,1.0,1,Entire condo,Entire home/apt,3,,1 bath,,2.0,[],88.0,2,14,14,373,42,2,2015-09-23,2023-12-10,4.84,4.89,4.94,4.97,4.94,4.62,4.78,f,1,1,0,3.71
8469839,Townhouse in Rotterdam · ★4.81 · 1 bedroom · 4 beds · 1.5 baths,"Visit the district of Delfshaven, located close to vibrant Rotterdam centre. In Multicultural Delfshaven no one is an outsider. The people are relaxed and friendly. <br />The building is situated on a lovely, little, lively square with benches, an organic shop and McDonalds next door. Around the corner left and right you will find drugstores, money exchange, teller machine, restaurants, pubs, hairdressers,internetcafe, nailstudio, fresh fishstore, boutcher, a landromat and a large variety of other small stores.<br />In romantic16th century Historical Delfshaven, close to the building, you will find a small beerfactory, art studio's , a large poolcafé and various nice restaurants.<br />Across the street is a large supermarket (Jumbo, open from 08:00 to 21:00 seven days a week). On Thursday and Saturday there is a large market at a 5 minute walking distance from the apartment, where you can buy a variety of products. Across from the building there is also an evening supermarket, open til",35512851,a few days or more,0%,83%,f,3.0,3,Entire townhouse,Entire home/apt,4,,1.5 baths,,4.0,[],100.0,2,60,60,215,10,0,2015-11-03,2023-04-09,4.81,4.86,4.84,4.82,4.8,4.75,4.77,f,3,1,0,2.17
8544975,Rental unit in Rotterdam · ★4.50 · 1 bedroom · 1 bed · 1 bath,"The studio is located in the beautiful historical area: Delfshaven. Delfshaven is one of the most pleasant districts in Rotterdam. Here, you can still feel the atmosphere of pre-war Rotterdam. Discover special places like the Pilgrim Fathers’ Chuerch (Pelgrimvaderskerk), city brewery De Pelgrim, and De Delft, a replica of an 18th-century warship.",27829506,within a day,50%,31%,f,1.0,4,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],125.0,2,365,365,8,8,0,2023-04-16,2023-08-31,4.5,4.75,4.38,5.0,5.0,4.63,4.38,f,1,1,0,0.95
8950399,Rental unit in Rotterdam · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,,31328064,within a few hours,100%,86%,t,2.0,2,Private room in rental unit,Private room,2,,1 shared bath,,1.0,[],55.0,2,1125,1125,350,46,0,2015-10-28,2023-10-22,4.71,4.73,4.72,4.78,4.89,4.81,4.68,f,2,0,0,3.52
9163013,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 2 beds · 1 shared bath,,24525520,within an hour,100%,86%,f,1.0,1,Private room in rental unit,Private room,2,,1 shared bath,,2.0,[],60.0,4,45,45,40,3,0,2016-01-01,2023-11-15,4.8,4.9,4.7,4.86,4.95,4.84,4.79,f,1,0,0,0.41
9257068,Rental unit in Rotterdam · ★4.82 · 1 bedroom · 2 beds · 1 bath,"The neighborhood is quite nice. Next to our home, a second hand shop is located. On the road, there is only local traffic and the view about the river keeps fascinating.",33346850,within a few hours,86%,82%,f,2.0,2,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],,2,400,400,294,4,0,2015-11-08,2023-10-30,4.82,4.9,4.77,4.88,4.9,4.9,4.74,f,2,2,0,2.97
9268682,Home in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,,34748520,within a day,100%,31%,f,3.0,4,Private room in home,Private room,2,,1 shared bath,,1.0,[],70.0,2,365,365,3,0,0,2022-08-19,2022-08-26,5.0,5.0,5.0,5.0,5.0,4.67,5.0,f,3,1,0,0.18
9474240,Home in Rotterdam · ★4.58 · 4 bedrooms · 5 beds · 2.5 baths,"Our house is part of a very special renovation project. Together with our 25 neighbors we got the houses for free from the local government and renovated them to everyones own wishes. There are a lot of creative people in our block; artists, designers and architects. The inner area of the block is a huge communal garden, making the place a green and quit oasis within the busy city.<br />The house is situated in the nice, vibrant neighborhood of  Rotterdam-West. There are lots of shops, restaurants and coffee places in the direct area. It’s a 5-minute walk from the Van Nelle Fabriek (Unesco world heritage), which offers several events and art fairs during the year. For children there are playgrounds, a petting zoo, a park, the Blijdorp zoo and a very nice and unique ‘wild nature playground’ nearby. The stadium of the Sparta football club leis within the neighborhood; you can hear them cheer on Sunday afternoon.<br />The historic Delfshaven harbor is on a 5-minute walk, featuring centuri",21087902,within a day,50%,28%,f,1.0,1,Entire home,Entire home/apt,7,,2.5 baths,,5.0,[],325.0,2,1125,1125,83,3,0,2015-11-29,2023-07-30,4.58,4.6,4.61,4.79,4.81,4.6,4.51,f,1,1,0,0.84
9623594,Houseboat in Rotterdam · ★4.76 · 1 bedroom · 2 beds · 1 shared bath,"You're right in the city centre. So all Rotterdam's highlights are within a 15 mins walk! Markthall, Erasmusbridge, Witte de Wittstraat, Tent, Meent, Coolsingel, Kunsthal, Lijnbaan, Booijman van Beuningen Museum, and the list goes on and on...<br /><br />There is a restaurant right next door, a big super market, and other small shops in the neighbourhood.",46700761,within an hour,100%,100%,t,3.0,4,Private room in houseboat,Private room,2,,1 shared bath,,2.0,[],70.0,1,30,1125,629,98,3,2017-01-29,2023-12-13,4.76,4.84,4.62,4.86,4.89,4.94,4.68,f,3,1,0,7.49
9656246,Hostel in Rotterdam · ★4.80 · 1 bedroom · 8 beds · 1 shared bath,The hostel is right in the center and within walking distance you will find all kinds of local shops where you can find everything.<br /><br />Hostel Ani & Haakien is the perfect hub for day trips! Just 10min to Delft / 40min to Amsterdam / 40min to Utrecht and 20min to The Hague!,7718807,within a few hours,100%,49%,f,5.0,5,Shared room in hostel,Shared room,8,,1 shared bath,,8.0,[],35.0,1,7,7,132,12,0,2015-12-30,2023-11-20,4.8,4.85,4.76,4.92,4.87,4.84,4.83,f,5,0,5,1.36
9679472,Townhouse in Rotterdam · ★4.92 · 1 bedroom · 1 bed · 1 private bath,"We live in the middle of the Middelland-district next to the center of the city. It is a real Rotterdam neighbourhood, urban and not polished up for tourism. The area is pleasantly vibrant with many options for a drink, quick meal or dinner just around the corner, on the Nieuwe Binnenweg street. Supermarkets and other shops are also located here. Our street is quite and calm, giving you a good rest at night!",50007663,within a few hours,100%,91%,t,1.0,1,Private room in townhouse,Private room,2,,1 private bath,,1.0,[],75.0,2,45,45,630,84,6,2015-12-29,2023-12-22,4.92,4.96,4.97,4.94,4.93,4.87,4.89,f,1,0,0,6.48
9742216,Hostel in Rotterdam · ★4.64 · 1 bedroom · 8 beds · 1.5 shared baths,Hostel Ani & Haakien is the perfect hub for day trips! Just 10min to Delft / 40min to Amsterdam / 40min to Utrecht and 20min to The Hague!,7718807,within a few hours,100%,49%,f,5.0,5,Shared room in hostel,Shared room,8,,1.5 shared baths,,8.0,[],36.0,1,7,7,73,4,0,2016-01-03,2023-08-08,4.64,4.75,4.56,4.86,4.86,4.74,4.71,f,5,0,5,0.75
9901756,Rental unit in Rotterdam · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,"The Witte de Withstraat is very well known in Rotterdam. Art, culture, restaurants, bars, clubs, you find all of it here. Walk into the Museumpark, enjoy some nature and visit de Kunsthal, Boijmans van Beuningen or het Instituut. Stroll through the Leuvehaven en view the city from the top of the Euromast. Go out for diner or get some take away to enjoy on the sunny balcony. Never a dull moment around here.",17803041,,,100%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],,3,32,32,50,2,0,2018-06-25,2023-05-01,4.92,4.94,4.8,4.94,5.0,5.0,4.72,f,1,1,0,0.75
10355221,Rental unit in Rotterdam · ★4.97 · 1 bedroom · 1 bed · 1 bath,"Rotterdam’s Central District is the gateway to the city and home to many international companies and multinationals. The area buzzes with a constant stream of people coming and going, which can make you think of New York. A hive of activity. Rotterdam Central railway station is the Central District’s new landmark.<br /><br />Central railway station, Concert hall De Doelen, Theatre Stadsschouwburg and Cinema Pathé are literally around the corner on a 3 minutes walking distance. <br /><br />West-Kruiskade is a long shopping street with shops representing every corner of the world, from Chinese to Surinamese shops selling everything under the sun and from Dutch butcher’s to Turkish baker’s shops. Its many multicultural restaurants and snack bars make it the ideal place to find an exotic bite to eat. The West-Kruiskade is often compared similar to the famous Zeedijk in Amsterdam.<br /><br />The Museumkwartier is a dynamic area where lots of museums, art institutions and galleries are based",53295634,within an hour,100%,98%,t,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],105.0,1,31,31,289,60,8,2016-01-25,2023-12-18,4.97,4.98,4.97,4.99,4.99,4.94,4.91,f,1,1,0,3.0
