id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4980368,Rental unit in Antwerpen · ★4.89 · 2 bedrooms · 4 beds · 1 bath,"Vlakbij het bruisende zurenborg zonder dat je hiervan overlast ondervindt.  Het centrum van Antwerpen is met de vele vervoersmogelijkheden (tram, bus, velo's, ...) vlot bereikbaar (Kathedraal op 15 minuten te bereiken). <br /><br />Supermarkten, een bakker en andere winkels kan je vlakbij vinden.<br /><br />Het grote Berchem treinstation is op slechts 400 meter gelegen, De Antwerpse ring ligt op 100 meter (zonder geluidsoverlast).",25674863,within an hour,100%,96%,t,2,2,Entire rental unit,Entire home/apt,6,,1 bath,,4.0,[],83.0,2,1125,1125,18,12,0,2016-04-05,2023-11-13,4.89,4.94,4.71,4.82,4.94,4.71,4.71,t,2,2,0,0,0.19
4985922,Rental unit in Antwerpen · ★4.71 · 1 bedroom · 1 bed · 1 bath,"Zeer toffe buurt vlakbij centrum ,alle comfort van winkels in de nabijheid .",25701603,within a few hours,100%,88%,t,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],99.0,2,30,30,50,18,1,2015-05-26,2023-12-10,4.71,4.82,4.73,4.94,4.98,4.61,4.69,f,1,1,0,0,0.48
5020599,Loft in Antwerpen · ★4.92 · Studio · 1 bed · 1 bath,"This is a very quite and safe neighbourhood at night near all the theatres, restaurants, supermarkets (Delhaize, Carrefour, CRU, Albert Heijn, Jumbo) and old town of Antwerp",13357011,,,64%,t,1,1,Entire loft,Entire home/apt,2,,1 bath,,1.0,[],115.0,4,1125,1125,60,12,0,2015-02-02,2023-07-23,4.92,4.92,4.9,4.93,4.95,4.97,4.9,f,1,1,0,0,0.55
5026455,Rental unit in Antwerpen · ★4.86 · 2 bedrooms · 2 beds · 2.5 baths,"The Hamsa is right in the centre of Antwerp and in the heart of the Fashion District. Great for fashion, shopping, going out for diner, etc.",4492282,,,,f,1,3,Entire rental unit,Entire home/apt,4,,2.5 baths,,2.0,[],171.0,2,1125,1125,87,0,0,2015-01-31,2020-03-16,4.86,4.91,4.85,4.93,4.93,4.94,4.74,f,1,1,0,0,0.8
5047962,Loft in Antwerpen · ★4.70 · 1 bedroom · 1 bed · 1.5 baths,We live in an historical building.<br />The neighbourhood is very quiet.<br />Close to the city center,12309348,within a day,100%,94%,t,1,1,Private room in loft,Private room,2,,1.5 baths,,1.0,[],60.0,2,190,190,178,22,1,2015-02-04,2023-12-02,4.7,4.81,4.79,4.93,4.93,4.83,4.7,f,1,0,1,0,1.64
5143364,Condo in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,,15066463,within a day,50%,50%,f,1,1,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],85.0,5,14,14,1,1,0,2023-08-31,2023-08-31,4.0,4.0,4.0,4.0,5.0,4.0,4.0,f,1,1,0,0,0.25
5233718,Rental unit in Antwerpen · ★4.94 · 1 bedroom · 4 beds · 1.5 baths,The apartment is amazingly well situated - without exaggeration it is extremely convenient to stay there . Grocery shopping is also easy - one carrefour express is less than a 100 meters away and a bigger Liddle is on the main avenue side in 200 meters from the apartment building.,27086764,within a day,50%,86%,t,1,1,Entire rental unit,Entire home/apt,2,,1.5 baths,,4.0,[],100.0,3,1125,1125,31,4,0,2015-02-16,2023-10-09,4.94,4.94,4.94,4.9,5.0,4.94,4.87,f,1,1,0,0,0.29
5379855,Loft in Antwerp · ★4.74 · 4 bedrooms · 5 beds · 2.5 baths,"Borgerhout, or 'Boho' as we like to call it ;-) is a young, vibrant and multicultural neighbourhood. Restaurants, bars, bakeries, but also contemporary art galeries are just a few minutes away.",6930093,within a few hours,90%,92%,f,4,6,Entire loft,Entire home/apt,8,,2.5 baths,,5.0,[],370.0,3,1125,1125,242,24,1,2015-04-06,2023-12-10,4.74,4.75,4.75,4.72,4.69,4.19,4.66,f,4,4,0,0,2.28
5417459,Home in Antwerpen · ★4.77 · 2 bedrooms · 2 beds · 2 baths,Within 1 km radius 4 big supermarkets can be found. The local supermarket “Spar” is located at the end of the street. Open 7/7.<br /><br />Binnen een straal van 1 km heb je 4 grote supermarkten bij elkaar. Op de hoek van de straat heb je een kleine buurtwinkel. (Spar),7553126,within an hour,100%,90%,t,2,2,Entire home,Entire home/apt,4,,2 baths,,2.0,[],99.0,16,1125,1125,97,5,0,2016-03-05,2023-09-16,4.77,4.84,4.7,4.87,4.95,4.55,4.81,f,2,1,1,0,1.02
5536783,Rental unit in Antwerpen · ★4.85 · 1 bedroom · 1 bed · 1 bath,"The myriad of choices when it comes to bars and restaurants. The availability of authentic ethnic food, still having some of the best Belgian brasseries in the area AND true haute-cuisine for the fanatic foodies.<br /><br />You can take a stroll along the Schelt, sit in the sun on one of the many different squares which are scattered around this neighbourhood or browse one of the many museums. Take a look at the Museum of Fine Arts, Museum of Contemporary Art or the Fashion Museum, all walking distance!",10843073,,,80%,t,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],111.0,25,90,90,27,4,0,2015-05-17,2023-08-31,4.85,4.85,4.52,5.0,4.96,4.96,4.63,f,1,1,0,0,0.26
5574536,Rental unit in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1 bath,"our apartment is located in the heart of the historic center, in a pedestrian street full of nice restaurants.<br />The cathedral and city hall are just 50 meters away, and the main shopping street 'Meir' is 300m away.",28902892,within a few hours,100%,96%,t,2,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],99.0,2,1125,1125,152,19,3,2015-04-13,2023-12-26,4.82,4.9,4.95,4.93,4.92,4.96,4.83,f,2,2,0,0,1.43
5575185,Rental unit in Antwerpen · ★4.95 · 2 bedrooms · 3 beds · 1.5 baths,,28902892,within a few hours,100%,96%,t,2,2,Entire rental unit,Entire home/apt,5,,1.5 baths,,3.0,[],136.0,2,1125,1125,323,47,2,2015-04-04,2023-12-01,4.95,4.95,4.99,4.92,4.93,4.98,4.91,f,2,2,0,0,3.04
5578067,Home in Antwerpen · ★4.84 · 1 bedroom · 2 beds · 1 private bath,"We love about our neighborhood that it's very central, there are some nice small restaurants and bars just around the corner, a good bakery for fresh croissants and delicious pies and several sandwich shops. The historic Cathedral of Antwerp is at walking distance, the ZOO just around the corner and in summer the Park Spoor Noord is a very relaxed location to enjoy some drinks and music.",28920566,within an hour,100%,91%,t,1,1,Private room in home,Private room,3,,1 private bath,,2.0,[],100.0,2,14,14,234,22,3,2015-04-04,2023-12-17,4.84,4.89,4.96,4.92,4.91,4.78,4.78,f,1,0,1,0,2.2
5646286,Rental unit in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1 bath,"We have a very lovely lively neighbourhood. There's a lot of couleur locale, Moroccan teahouses, places where you can eat, nightshops. And since a couple of years a younger, hipper crowd, that makes sure there are some nice bars and stuff. More and more galleries are opening here and a couple times a year we have some big art happenings.<br />We are around the corner of the famous theater and concert hall De Roma and not very far away from musiccentre Trix.",4715596,within an hour,100%,97%,t,3,3,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],62.0,2,60,1125,86,9,0,2015-04-09,2023-10-23,4.79,4.79,4.73,4.85,4.9,4.6,4.77,t,3,3,0,0,0.81
5741728,Home in Antwerpen · ★4.71 · 1 bedroom · 1 bed · 1 bath,"By foot:<br />= Zurenborg: trendy area with pubs, restaurant and nice villa's.<br />= Zoo: the Zoo of Antwerp is the oldest in Belgium, ideal for children.<br />= Central station: beautiful building completely transformed inside in 2007.<br />= Meir: the main shopping street of Antwerp.<br /><br />By bike: <br />= Centrum: you'll find everything what you want.<br />= Rivierenhof: big park ideal to have a picnic, to run or to be in the nature; in the summertimes, everyday, open air concert in a spectacular setting<br />= Park Spoor Noord: big green area with fountains, skate park,  ping pong table and place for barbecue, of course there is also a bar and a playground.<br />= South Antwerp (Het Zuid):  the south of the city is the trendy neighborhood where  you find trendy restaurants, cozy bars, literary cafes, art galleries, art shops, interior design shops …",29779875,,,,f,1,1,Entire home,Entire home/apt,2,,1 bath,,1.0,[],70.0,1,1125,1125,34,0,0,2015-04-26,2018-03-04,4.71,4.88,4.91,4.94,4.97,4.26,4.68,f,1,1,0,0,0.32
5789730,Rental unit in Antwerpen · ★4.70 · 1 bedroom · 2 beds · 1 bath,Situated in a nice and pleasant neighbourhood,30038566,within a day,100%,27%,f,1,2,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],79.0,7,1125,1125,47,3,1,2015-04-05,2023-12-17,4.7,4.8,4.89,4.91,4.81,4.7,4.72,f,1,1,0,0,0.44
5940310,Rental unit in Antwerpen · ★4.73 · 1 bedroom · 1 bed · 1.5 baths,"Abdijstraat, shopping, and sleep and relax before visiting the city or country",4586965,within an hour,100%,100%,t,4,5,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],128.0,1,30,30,60,2,0,2016-06-13,2023-08-13,4.73,4.77,4.62,4.92,4.9,4.48,4.77,f,3,2,1,0,0.65
5994895,Loft in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,"Dit is de absolute topbuurt van Antwerpen. Centraler kan je niet vinden. Je stapt buiten en je komt meteen in een gezellige winkelwandelstraat.<br />Overal zijn er leuke restaurants, lounge-bars, café's en winkeltjes. De Grote Markt met de historische gildehuizen, het stadhuis en het bekende Brabo-standbeeld, iets verder de Kathedraal en als je de straat uitloopt zit je op de oevers van de  Schelde waar je 's zomers gezellig kan vertoeven  op het ponton.<br /><br />Als je graag gaat shoppen dan zit je hier op de beste locatie van Antwerpen. Je bevindt je hier namelijk vlak aan de befaamde modebuurt van Antwerpen. De beroemdste designers hebben hier hun ateliers en winkels in de Nationalestraat, Kammenstraat.<br />In principe is alles op wandelafstand dankzij de formidabele ligging van het appartement.<br />Uiteraard zijn er ook andere mogelijkheden zoals trams en metro's. Het metrostation vind je onder de Groenplaats en dus slechts op 500m van het appartement.",11857224,within a day,100%,79%,f,1,1,Entire loft,Entire home/apt,2,,1.5 baths,,1.0,[],137.0,3,1125,1125,39,9,0,2015-05-25,2023-10-29,4.79,4.87,4.79,4.92,4.95,4.95,4.72,f,1,1,0,0,0.37
6000928,Rental unit in Antwerpen · ★4.32 · 1 bedroom · 2 beds · 1 bath,Next to Sportpalace ( big event hall ) <br />Next to Wijnegem shopping center ( biggest shopping mall Benelux) - walking distance !,29134589,within a few hours,100%,69%,f,2,5,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],135.0,1,1125,1125,19,2,0,2016-01-02,2023-05-12,4.32,4.47,4.32,4.47,4.37,4.63,4.42,f,1,1,0,0,0.2
6004053,Place to stay in Antwerp · ★4.31 · 1 bedroom · 1 bed · 1 shared bath,"Our neighbourhood is a mix of people, with all ages, races, ...",31168861,within a day,100%,44%,f,1,3,Private room,Private room,1,,1 shared bath,,1.0,[],25.0,7,30,30,35,5,2,2015-04-24,2023-12-22,4.31,4.4,4.26,4.85,4.74,4.38,4.43,f,1,0,1,0,0.33
6046872,Rental unit in Antwerpen · ★4.94 · 1 bedroom · 2 beds · 1.5 baths,"Quietly situated but with many breakfast and lunch options in the area. The city park is also nearby, for those who just want to see something green. A 10-minute walk will take you to the theater district, museums, historic city center, ... In short, an ideal location to explore the city!",27432928,,,,f,1,1,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],,2,1125,1125,80,0,0,2019-03-06,2022-04-24,4.94,4.89,4.99,4.93,4.91,4.89,4.83,f,1,1,0,0,1.37
6051973,Condo in Antwerp · ★4.97 · 2 bedrooms · 3 beds · 1 bath,"The apartment is located in the heart of Antwerp. It's a lively neighbourhood with several nice restaurants (Life is Art, Le John, Osaka), bars (Kulminator, Bqr George) and cafes (Lints, Cafematic) just outside the front door. <br /><br />The apartment is very quiet at night, as there are no trams or buses on our street. It's a 5 minute walk to the shopping area (Meir) and 10 minute walk to the historic district (Cathedral, etc.).",3970988,within an hour,100%,100%,t,1,1,Entire condo,Entire home/apt,4,,1 bath,,3.0,[],186.0,2,730,730,117,34,4,2015-04-26,2023-12-24,4.97,4.95,4.97,4.97,4.99,5.0,4.86,f,1,1,0,0,1.11
6149034,Rental unit in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1 bath,"Only a 15 minute walk from the city center, the neighborhood (called 't Eilandje by the locals) at the North of Antwerp sits between the old town and the port of Antwerp.<br />There are plenty of bars and restaurants surrounding the historic docks.",25673165,within an hour,100%,100%,t,1,1,Entire rental unit,Entire home/apt,4,,1 bath,,1.0,[],68.0,2,1125,1125,476,76,6,2015-05-03,2023-12-17,4.79,4.86,4.86,4.92,4.94,4.81,4.78,t,1,1,0,0,4.52
6252753,Condo in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1 bath,"The flat is located in the beating heart of the Seefhoek district, a very lively and multicultural neighbourhood in the extra muros area of Antwerp. This unique place is ideal for travellers with a curious mind who want to get to know the city in a more adventurous way. The flat is located in Handelstraat, which over the years has become a place where many Antwerpers come to buy Mediterranean products. You're within walking distance of the city centre. Park Spoor Noord is nearby.",4742247,within a few hours,100%,100%,f,1,1,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],79.0,2,100,100,22,6,0,2015-06-27,2023-08-27,4.91,4.77,4.91,5.0,4.95,4.32,4.86,f,1,1,0,0,0.21
6418099,Townhouse in Antwerp · ★4.86 · 1 bedroom · 2 beds · 1.5 shared baths,"District Borgerhout is a great area, with lots of shops (bakery, supermarket, …) also open on Sundays.  Good restaurants and bars within walking distance: French, Belgian and Mediterranean cuisine, not expensive. Old 19th century neighborhood, great atmosphere, friendly neighbors, very multi-cultural. One of the more trendy areas of Antwerp: where artists and students live. Lots of culture, restaurants and bars within walking distance. The historic centre is close by as well.<br />Visit the Grote Markt (16th c.), Cathedral (gothic), Groenplaats, 't Zuid, FoMu, M HKA (Museum of Contemporary Art), Plantin-Moretus Museum, Rubens House, Rockox Museum, Museum Mayer van den Bergh (Breughel!), Fashion Museum, the MAS, Red Star Line Museum (of emigration), Open Air Sculpture Garden (one of the oldest in Europe), Grand Open Air Market (Saturday/Sunday), Botanic garden, the Zoo (19th c.), the city park, Park Spoor Noord, the art deco pedestrian tunnel (under the river), Henry Conscienceplein (wi",33481052,within an hour,100%,66%,t,7,7,Private room in townhouse,Private room,2,,1.5 shared baths,,2.0,[],50.0,3,1125,1125,316,11,0,2015-06-17,2023-09-11,4.86,4.91,4.89,4.95,4.96,4.83,4.82,f,6,0,6,0,3.04
6463582,Rental unit in Antwerpen · ★4.92 · 2 bedrooms · 2 beds · 1.5 shared baths,"- Located in a quiet, one-direction street in neighborhood '2060'. <br />- Bakeries, supermarket, restaurants, pubs & night shops at less than a 5 min walk.<br />- Attractions include the park 'Spoor Noord', cinema 'Klappei',  swimming pool 'De Veldstraat'. For more, see Guidebook.",30519050,within an hour,100%,100%,t,1,1,Private room in rental unit,Private room,4,,1.5 shared baths,,2.0,[],54.0,7,180,180,128,15,1,2015-06-07,2023-12-24,4.92,4.91,4.9,4.95,4.95,4.5,4.82,f,1,0,1,0,1.23
6545997,Rental unit in Antwerp · ★4.97 · 1 bedroom · 1 bed · 1.5 baths,"Sint jansplein is een multi cultureel en levendig plein. Bakker,  Carrefour, Aldi, Lidl, Albert Hein, apotheek en nachtwinkel op loopafstand.<br /><br />Cafe’s op en rond het plein.<br />Bij Parkspoor noord kun je bij de bar noord zomerbar n drankje kunt doen.<br />Voor andere bars of restaurants in de buurt kun je het beste TripAdvisor of google gebruiken daarbij kun je filteren op voorkeur",34241163,within an hour,100%,100%,t,1,1,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],,2,4,4,34,6,0,2015-06-01,2023-11-19,4.97,4.88,4.97,4.97,4.91,4.53,4.91,f,1,1,0,0,0.33
6584668,Townhouse in Antwerpen · ★4.96 · 5 bedrooms · 6 beds · 3.5 baths,Quiet neighbourhood nearby central park.,9629145,within an hour,100%,98%,t,1,2,Entire townhouse,Entire home/apt,10,,3.5 baths,,6.0,[],566.0,2,60,1125,168,27,3,2015-07-25,2023-12-17,4.96,4.89,4.89,4.93,4.9,4.7,4.86,f,1,1,0,0,1.64
6585827,Home in Antwerpen · ★4.87 · 1 bedroom · 2 beds · 1.5 shared baths,"Old 19th century neighborhood, great atmosphere, friendly neighbors, very multi-cultural. One of the more trendy areas of Antwerp: where artists and students live. Lots of culture, restaurants and bars within walking distance. The historic centre is close by as well. Visit the Grote Markt (16th c.), Cathedral (gothic), Groenplaats, 't Zuid, FoMu, M HKA (Museum of Contemporary Art), Plantin-Moretus Museum, Rubens House, Rockox Museum, Museum Mayer van den Bergh (Breughel!), Fashion Museum, the MAS, Red Star Line Museum (of emigration), Open Air Sculpture Garden (one of the oldest in Europe), Grand Open Air Market (Saturday/Sunday), Botanic garden, the Zoo (19th c.), the city park, Park Spoor Noord, the art deco pedestrian tunnel (under the river), Henry Conscienceplein (with the baroque Carolus Borromeus Church), the Ruien (late medieval underground sewage system), Bourla Theatre, Schouwburg, Cogels Osy neighborhood (art nouveau streets), and so on. Shopping streets are Meir, Keyserlei,",33481052,within an hour,100%,66%,t,7,7,Private room in home,Private room,1,,1.5 shared baths,,2.0,[],45.0,14,1125,1125,176,4,0,2015-07-05,2023-10-30,4.87,4.88,4.88,4.95,4.98,4.82,4.84,f,6,0,6,0,1.7
6659457,Rental unit in Antwerpen · ★4.69 · 2 bedrooms · 1 bed · 1 bath,,26567466,within a few hours,100%,77%,f,1,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],89.0,2,1125,1125,54,7,0,2015-06-22,2023-10-08,4.69,4.77,4.77,4.75,4.7,4.47,4.64,f,1,1,0,0,0.52
6672914,Rental unit in Antwerpen · ★4.37 · 1 bedroom · 2 beds · 1 bath,"History of the « Eilandje » :<br /><br />Eilandje started around 1550 and is the oldest port of Antwerp. In the 19th century, Napoleon Bonaparte had the first two docks excavated for an important naval base. This is followed by an intense flowering period in which several other docks will be excavated.<br />In the 20th century the port activities shift to the North. Most people move away and the « Eilandje » is a deserted area between port and city.<br /><br />At the end of the 20th century, one can see the potential of the abandoned docks, quays and warehouses. The city writes, together with the organization ""City on the River"" an international architectural competition and in the early 1990s the Spanish architect Manuel de Solà-Morales draws an initial plan for The Island. In 1997 René Daniel's works out concrete plans for the Old Docks, the Montevideo district and the Cadix district. In 2002 the « Eilandje » gets its own Master Plan.<br /><br />Nice website : (URL HIDDEN)<br />On th",34924663,within a day,90%,60%,f,3,4,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],68.0,2,365,365,63,8,0,2015-09-29,2023-10-31,4.37,4.57,4.41,4.68,4.79,4.86,4.35,f,1,1,0,0,0.63
